vote_ID,year,from_country,to_country,points
V02368,2010,Belarus,United Kingdom,0
V02369,2011,Belarus,Azerbaijan,6
V02370,2011,Belarus,Italy,3
V02371,2011,Belarus,Sweden,4
V02372,2011,Belarus,Ukraine,10
V02373,2011,Belarus,Denmark,1
V02374,2011,Belarus,Bosnia and Herzegovina,0
V02375,2011,Belarus,Greece,0
V02376,2011,Belarus,Republic of Ireland,0
V02377,2011,Belarus,Georgia,12
V02378,2011,Belarus,Germany,8
V02379,2011,Belarus,United Kingdom,2
V02380,2011,Belarus,Moldova,7
V02381,2011,Belarus,Slovenia,0
V02382,2011,Belarus,Serbia,0
V02383,2011,Belarus,France,0
V02384,2011,Belarus,Russia,5
V02385,2011,Belarus,Romania,0
V02386,2011,Belarus,Austria,0
V02387,2011,Belarus,Lithuania,0
V02388,2011,Belarus,Iceland,0
V02389,2011,Belarus,Finland,0
V02390,2011,Belarus,Hungary,0
V02391,2011,Belarus,Spain,0
V02392,2011,Belarus,Estonia,0
V02393,2011,Belarus,Switzerland,0
V02394,2012,Belarus,Sweden,6
V02395,2012,Belarus,Russia,12
V02396,2012,Belarus,Serbia,0
V02397,2012,Belarus,Azerbaijan,7
V02398,2012,Belarus,Albania,0
V02399,2012,Belarus,Estonia,4
V02400,2012,Belarus,Turkey,0
V02401,2012,Belarus,Germany,0
V02402,2012,Belarus,Italy,0
V02403,2012,Belarus,Spain,0
V02404,2012,Belarus,Moldova,5
V02405,2012,Belarus,Romania,0
V02406,2012,Belarus,North Macedonia,2
V02407,2012,Belarus,Lithuania,8
V02408,2012,Belarus,Ukraine,10
V02409,2012,Belarus,Cyprus,0
V02410,2012,Belarus,Greece,0
V02411,2012,Belarus,Bosnia and Herzegovina,0
V02412,2012,Belarus,Republic of Ireland,1
V02413,2012,Belarus,Iceland,0
V02414,2012,Belarus,Malta,3
V02415,2012,Belarus,France,0
V02416,2012,Belarus,Denmark,0
V02417,2012,Belarus,Hungary,0
V02418,2012,Belarus,United Kingdom,0
V02419,2012,Belarus,Norway,0
V02420,2013,Belarus,Denmark,1
V02421,2013,Belarus,Azerbaijan,10
V02422,2013,Belarus,Ukraine,12
V02423,2013,Belarus,Norway,3
V02424,2013,Belarus,Russia,8
V02425,2013,Belarus,Greece,6
V02426,2013,Belarus,Italy,0
V02427,2013,Belarus,Malta,7
V02428,2013,Belarus,Netherlands,0
V02429,2013,Belarus,Hungary,0
V02430,2013,Belarus,Moldova,4
V02431,2013,Belarus,Belgium,0
V02432,2013,Belarus,Romania,0
V02433,2013,Belarus,Sweden,0
V02434,2013,Belarus,Georgia,0
V02435,2013,Belarus,Belarus,0
V02436,2013,Belarus,Iceland,0
V02437,2013,Belarus,Armenia,2
V02438,2013,Belarus,United Kingdom,0
V02439,2013,Belarus,Estonia,0
V02440,2013,Belarus,Germany,0
V02441,2013,Belarus,Lithuania,5
V02442,2013,Belarus,France,0
V02443,2013,Belarus,Finland,0
V02444,2013,Belarus,Spain,0
V02445,2013,Belarus,Republic of Ireland,0
V02446,2014,Belarus,Austria,0
V02447,2014,Belarus,Netherlands,2
V02448,2014,Belarus,Sweden,0
V02449,2014,Belarus,Armenia,10
V02450,2014,Belarus,Hungary,5
V02451,2014,Belarus,Ukraine,8
V02452,2014,Belarus,Russia,12
V02453,2014,Belarus,Norway,4
V02454,2014,Belarus,Denmark,0
V02455,2014,Belarus,Spain,0
V02456,2014,Belarus,Finland,0
V02457,2014,Belarus,Romania,1
V02458,2014,Belarus,Switzerland,0
V02459,2014,Belarus,Poland,7
V02460,2014,Belarus,Iceland,0
V02461,2014,Belarus,Belarus,0
V02462,2014,Belarus,United Kingdom,0
V02463,2014,Belarus,Germany,0
V02464,2014,Belarus,Montenegro,0
V02465,2014,Belarus,Greece,6
V02466,2014,Belarus,Italy,0
V02467,2014,Belarus,Azerbaijan,3
V02468,2014,Belarus,Malta,0
V02469,2014,Belarus,San Marino,0
V02470,2014,Belarus,Slovenia,0
V02471,2014,Belarus,France,0
V02472,2015,Belarus,Sweden,10
V02473,2015,Belarus,Russia,12
V02474,2015,Belarus,Italy,1
V02475,2015,Belarus,Belgium,8
V02476,2015,Belarus,Australia,6
V02477,2015,Belarus,Latvia,5
V02478,2015,Belarus,Estonia,7
V02479,2015,Belarus,Norway,0
V02480,2015,Belarus,Israel,2
V02481,2015,Belarus,Serbia,0
V02482,2015,Belarus,Georgia,3
V02483,2015,Belarus,Azerbaijan,0
V02484,2015,Belarus,Montenegro,0
V02485,2015,Belarus,Slovenia,0
V02486,2015,Belarus,Romania,0
V02487,2015,Belarus,Armenia,4
V02488,2015,Belarus,Albania,0
V02489,2015,Belarus,Lithuania,0
V02490,2015,Belarus,Greece,0
V02491,2015,Belarus,Hungary,0
V02492,2015,Belarus,Spain,0
V02493,2015,Belarus,Cyprus,0
V02494,2015,Belarus,Poland,0
V02495,2015,Belarus,United Kingdom,0
V02496,2015,Belarus,France,0
V02497,2015,Belarus,Austria,0
V02498,2015,Belarus,Germany,0
V02499,2016,Belarus,Ukraine,17
V02500,2016,Belarus,Australia,7
V02501,2016,Belarus,Russia,24
V02502,2016,Belarus,Bulgaria,5
V02503,2016,Belarus,Sweden,10
V02504,2016,Belarus,France,0
V02505,2016,Belarus,Armenia,10
V02506,2016,Belarus,Poland,6
V02507,2016,Belarus,Lithuania,10
V02508,2016,Belarus,Belgium,4
V02509,2016,Belarus,Netherlands,0
V02510,2016,Belarus,Malta,5
V02511,2016,Belarus,Austria,0
V02512,2016,Belarus,Israel,0
V02513,2016,Belarus,Latvia,5
V02514,2016,Belarus,Italy,0
V02515,2016,Belarus,Azerbaijan,10
V02516,2016,Belarus,Serbia,0
V02517,2016,Belarus,Hungary,3
V02518,2016,Belarus,Georgia,0
V02519,2016,Belarus,Cyprus,0
V02520,2016,Belarus,Spain,0
V02521,2016,Belarus,Croatia,0
V02522,2016,Belarus,United Kingdom,0
V02523,2016,Belarus,Czech Republic,0
V02524,2016,Belarus,Germany,0
V02525,2017,Belarus,Portugal,17
V02526,2017,Belarus,Bulgaria,24
V02527,2017,Belarus,Moldova,10
V02528,2017,Belarus,Belgium,6
V02529,2017,Belarus,Sweden,11
V02530,2017,Belarus,Italy,0
V02531,2017,Belarus,Romania,2
V02532,2017,Belarus,Hungary,8
V02533,2017,Belarus,Australia,7
V02534,2017,Belarus,Norway,11
V02535,2017,Belarus,Netherlands,5
V02536,2017,Belarus,France,4
V02537,2017,Belarus,Croatia,0
V02538,2017,Belarus,Azerbaijan,0
V02539,2017,Belarus,United Kingdom,0
V02540,2017,Belarus,Austria,4
V02541,2017,Belarus,Belarus,0
V02542,2017,Belarus,Armenia,0
V02543,2017,Belarus,Greece,0
V02544,2017,Belarus,Denmark,3
V02545,2017,Belarus,Cyprus,0
V02546,2017,Belarus,Poland,2
V02547,2017,Belarus,Israel,1
V02548,2017,Belarus,Ukraine,1
V02549,2017,Belarus,Germany,0
V02550,2017,Belarus,Spain,0
V02551,2018,Belarus,Israel,8
V02552,2018,Belarus,Cyprus,15
V02553,2018,Belarus,Austria,10
V02554,2018,Belarus,Germany,0
V02555,2018,Belarus,Italy,4
V02556,2018,Belarus,Czech Republic,11
V02557,2018,Belarus,Sweden,1
V02558,2018,Belarus,Estonia,0
V02559,2018,Belarus,Denmark,10
V02560,2018,Belarus,Moldova,6
V02561,2018,Belarus,Albania,7
V02562,2018,Belarus,Lithuania,5
V02563,2018,Belarus,France,0
V02564,2018,Belarus,Bulgaria,1
V02565,2018,Belarus,Norway,18
V02566,2018,Belarus,Republic of Ireland,0
V02567,2018,Belarus,Ukraine,12
V02568,2018,Belarus,Netherlands,0
V02569,2018,Belarus,Serbia,0
V02570,2018,Belarus,Australia,2
V02571,2018,Belarus,Hungary,2
V02572,2018,Belarus,Slovenia,4
V02573,2018,Belarus,Spain,0
V02574,2018,Belarus,United Kingdom,0
V02575,2018,Belarus,Finland,0
V02576,2018,Belarus,Portugal,0
V02577,2019,Belarus,Netherlands,16
V02578,2019,Belarus,Italy,10
V02579,2019,Belarus,Russia,13
V02580,2019,Belarus,Switzerland,8
V02581,2019,Belarus,Sweden,2
V02582,2019,Belarus,Norway,8
V02583,2019,Belarus,North Macedonia,10
V02584,2019,Belarus,Azerbaijan,11
V02585,2019,Belarus,Australia,2
V02586,2019,Belarus,Iceland,7
V02587,2019,Belarus,Czech Republic,0
V02588,2019,Belarus,Denmark,0
V02589,2019,Belarus,Cyprus,8
V02590,2019,Belarus,Malta,12
V02591,2019,Belarus,Slovenia,5
V02592,2019,Belarus,France,0
V02593,2019,Belarus,Albania,0
V02594,2019,Belarus,Serbia,0
V02595,2019,Belarus,San Marino,1
V02596,2019,Belarus,Estonia,0
V02597,2019,Belarus,Greece,3
V02598,2019,Belarus,Spain,0
V02599,2019,Belarus,Israel,0
V02600,2019,Belarus,Belarus,0
V02601,2019,Belarus,Germany,0
V02602,2019,Belarus,United Kingdom,0
V02603,2009,Switzerland,Norway,8
V02604,2009,Switzerland,Iceland,5
V02605,2009,Switzerland,Azerbaijan,0
V02606,2009,Switzerland,Turkey,12
V02607,2009,Switzerland,United Kingdom,0
V02608,2009,Switzerland,Estonia,0
V02609,2009,Switzerland,Greece,2
V02610,2009,Switzerland,France,7
V02611,2009,Switzerland,Bosnia and Herzegovina,4
V02612,2009,Switzerland,Armenia,0
V02613,2009,Switzerland,Russia,0
V02614,2009,Switzerland,Ukraine,0
V02615,2009,Switzerland,Denmark,0
V02616,2009,Switzerland,Moldova,0
V02617,2009,Switzerland,Portugal,10
V02618,2009,Switzerland,Israel,1
V02619,2009,Switzerland,Albania,6
V02620,2009,Switzerland,Croatia,0
V02621,2009,Switzerland,Romania,0
V02622,2009,Switzerland,Germany,0
V02623,2009,Switzerland,Sweden,0
V02624,2009,Switzerland,Malta,0
V02625,2009,Switzerland,Lithuania,0
V02626,2009,Switzerland,Spain,3
V02627,2009,Switzerland,Finland,0
V02628,2010,Switzerland,Germany,12
V02629,2010,Switzerland,Turkey,3
V02630,2010,Switzerland,Romania,4
V02631,2010,Switzerland,Denmark,0
V02632,2010,Switzerland,Azerbaijan,2
V02633,2010,Switzerland,Belgium,7
V02634,2010,Switzerland,Armenia,0
V02635,2010,Switzerland,Greece,0
V02636,2010,Switzerland,Georgia,1
V02637,2010,Switzerland,Ukraine,0
V02638,2010,Switzerland,Russia,0
V02639,2010,Switzerland,France,0
V02640,2010,Switzerland,Serbia,10
V02641,2010,Switzerland,Israel,0
V02642,2010,Switzerland,Spain,0
V02643,2010,Switzerland,Albania,8
V02644,2010,Switzerland,Bosnia and Herzegovina,0
V02645,2010,Switzerland,Portugal,5
V02646,2010,Switzerland,Iceland,0
V02647,2010,Switzerland,Norway,0
V02648,2010,Switzerland,Cyprus,0
V02649,2010,Switzerland,Moldova,0
V02650,2010,Switzerland,Republic of Ireland,6
V02651,2010,Switzerland,Belarus,0
V02652,2010,Switzerland,United Kingdom,0
V02653,2011,Switzerland,Azerbaijan,1
V02654,2011,Switzerland,Italy,4
V02655,2011,Switzerland,Sweden,0
V02656,2011,Switzerland,Ukraine,0
V02657,2011,Switzerland,Denmark,0
V02658,2011,Switzerland,Bosnia and Herzegovina,12
V02659,2011,Switzerland,Greece,2
V02660,2011,Switzerland,Republic of Ireland,0
V02661,2011,Switzerland,Georgia,0
V02662,2011,Switzerland,Germany,8
V02663,2011,Switzerland,United Kingdom,0
V02664,2011,Switzerland,Moldova,0
V02665,2011,Switzerland,Slovenia,0
V02666,2011,Switzerland,Serbia,6
V02667,2011,Switzerland,France,0
V02668,2011,Switzerland,Russia,0
V02669,2011,Switzerland,Romania,0
V02670,2011,Switzerland,Austria,7
V02671,2011,Switzerland,Lithuania,0
V02672,2011,Switzerland,Iceland,10
V02673,2011,Switzerland,Finland,5
V02674,2011,Switzerland,Hungary,0
V02675,2011,Switzerland,Spain,3
V02676,2011,Switzerland,Estonia,0
V02677,2011,Switzerland,Switzerland,0
V02678,2012,Switzerland,Sweden,7
V02679,2012,Switzerland,Russia,0
V02680,2012,Switzerland,Serbia,10
V02681,2012,Switzerland,Azerbaijan,0
V02682,2012,Switzerland,Albania,12
V02683,2012,Switzerland,Estonia,0
V02684,2012,Switzerland,Turkey,3
V02685,2012,Switzerland,Germany,4
V02686,2012,Switzerland,Italy,5
V02687,2012,Switzerland,Spain,8
V02688,2012,Switzerland,Moldova,2
V02689,2012,Switzerland,Romania,0
V02690,2012,Switzerland,North Macedonia,0
V02691,2012,Switzerland,Lithuania,0
V02692,2012,Switzerland,Ukraine,0
V02693,2012,Switzerland,Cyprus,0
V02694,2012,Switzerland,Greece,0
V02695,2012,Switzerland,Bosnia and Herzegovina,1
V02696,2012,Switzerland,Republic of Ireland,0
V02697,2012,Switzerland,Iceland,0
V02698,2012,Switzerland,Malta,0
V02699,2012,Switzerland,France,6
V02700,2012,Switzerland,Denmark,0
V02701,2012,Switzerland,Hungary,0
V02702,2012,Switzerland,United Kingdom,0
V02703,2012,Switzerland,Norway,0
V02704,2013,Switzerland,Denmark,3
V02705,2013,Switzerland,Azerbaijan,6
V02706,2013,Switzerland,Ukraine,0
V02707,2013,Switzerland,Norway,7
V02708,2013,Switzerland,Russia,0
V02709,2013,Switzerland,Greece,8
V02710,2013,Switzerland,Italy,12
V02711,2013,Switzerland,Malta,0
V02712,2013,Switzerland,Netherlands,4
V02713,2013,Switzerland,Hungary,10
V02714,2013,Switzerland,Moldova,0
V02715,2013,Switzerland,Belgium,0
V02716,2013,Switzerland,Romania,0
V02717,2013,Switzerland,Sweden,0
V02718,2013,Switzerland,Georgia,0
V02719,2013,Switzerland,Belarus,0
V02720,2013,Switzerland,Iceland,5
V02721,2013,Switzerland,Armenia,0
V02722,2013,Switzerland,United Kingdom,2
V02723,2013,Switzerland,Estonia,0
V02724,2013,Switzerland,Germany,1
V02725,2013,Switzerland,Lithuania,0
V02726,2013,Switzerland,France,0
V02727,2013,Switzerland,Finland,0
V02728,2013,Switzerland,Spain,0
V02729,2013,Switzerland,Republic of Ireland,0
V02730,2014,Switzerland,Austria,12
V02731,2014,Switzerland,Netherlands,10
V02732,2014,Switzerland,Sweden,6
V02733,2014,Switzerland,Armenia,0
V02734,2014,Switzerland,Hungary,1
V02735,2014,Switzerland,Ukraine,0
V02736,2014,Switzerland,Russia,0
V02737,2014,Switzerland,Norway,5
V02738,2014,Switzerland,Denmark,3
V02739,2014,Switzerland,Spain,8
V02740,2014,Switzerland,Finland,4
V02741,2014,Switzerland,Romania,0
V02742,2014,Switzerland,Switzerland,0
V02743,2014,Switzerland,Poland,0
V02744,2014,Switzerland,Iceland,0
V02745,2014,Switzerland,Belarus,0
V02746,2014,Switzerland,United Kingdom,0
V02747,2014,Switzerland,Germany,7
V02748,2014,Switzerland,Montenegro,0
V02749,2014,Switzerland,Greece,0
V02750,2014,Switzerland,Italy,2
V02751,2014,Switzerland,Azerbaijan,0
V02752,2014,Switzerland,Malta,0
V02753,2014,Switzerland,San Marino,0
V02754,2014,Switzerland,Slovenia,0
V02755,2014,Switzerland,France,0
V02756,2015,Switzerland,Sweden,12
V02757,2015,Switzerland,Russia,7
V02758,2015,Switzerland,Italy,6
V02759,2015,Switzerland,Belgium,2
V02760,2015,Switzerland,Australia,8
V02761,2015,Switzerland,Latvia,4
V02762,2015,Switzerland,Estonia,0
V02763,2015,Switzerland,Norway,10
V02764,2015,Switzerland,Israel,3
V02765,2015,Switzerland,Serbia,5
V02766,2015,Switzerland,Georgia,0
V02767,2015,Switzerland,Azerbaijan,0
V02768,2015,Switzerland,Montenegro,0
V02769,2015,Switzerland,Slovenia,0
V02770,2015,Switzerland,Romania,0
V02771,2015,Switzerland,Armenia,0
V02772,2015,Switzerland,Albania,0
V02773,2015,Switzerland,Lithuania,0
V02774,2015,Switzerland,Greece,0
V02775,2015,Switzerland,Hungary,0
V02776,2015,Switzerland,Spain,1
V02777,2015,Switzerland,Cyprus,0
V02778,2015,Switzerland,Poland,0
V02779,2015,Switzerland,United Kingdom,0
V02780,2015,Switzerland,France,0
V02781,2015,Switzerland,Austria,0
V02782,2015,Switzerland,Germany,0
V02783,2016,Switzerland,Ukraine,10
V02784,2016,Switzerland,Australia,13
V02785,2016,Switzerland,Russia,6
V02786,2016,Switzerland,Bulgaria,1
V02787,2016,Switzerland,Sweden,0
V02788,2016,Switzerland,France,3
V02789,2016,Switzerland,Armenia,0
V02790,2016,Switzerland,Poland,5
V02791,2016,Switzerland,Lithuania,7
V02792,2016,Switzerland,Belgium,10
V02793,2016,Switzerland,Netherlands,5
V02794,2016,Switzerland,Malta,0
V02795,2016,Switzerland,Austria,14
V02796,2016,Switzerland,Israel,8
V02797,2016,Switzerland,Latvia,3
V02798,2016,Switzerland,Italy,9
V02799,2016,Switzerland,Azerbaijan,0
V02800,2016,Switzerland,Serbia,12
V02801,2016,Switzerland,Hungary,0
V02802,2016,Switzerland,Georgia,0
V02803,2016,Switzerland,Cyprus,0
V02804,2016,Switzerland,Spain,2
V02805,2016,Switzerland,Croatia,0
V02806,2016,Switzerland,United Kingdom,0
V02807,2016,Switzerland,Czech Republic,0
V02808,2016,Switzerland,Germany,8
V02809,2017,Switzerland,Portugal,24
V02810,2017,Switzerland,Bulgaria,14
V02811,2017,Switzerland,Moldova,0
V02812,2017,Switzerland,Belgium,13
V02813,2017,Switzerland,Sweden,11
V02814,2017,Switzerland,Italy,12
V02815,2017,Switzerland,Romania,4
V02816,2017,Switzerland,Hungary,8
V02817,2017,Switzerland,Australia,4
V02818,2017,Switzerland,Norway,5
V02819,2017,Switzerland,Netherlands,7
V02820,2017,Switzerland,France,3
V02821,2017,Switzerland,Croatia,8
V02822,2017,Switzerland,Azerbaijan,0
V02823,2017,Switzerland,United Kingdom,0
V02824,2017,Switzerland,Austria,0
V02825,2017,Switzerland,Belarus,0
V02826,2017,Switzerland,Armenia,0
V02827,2017,Switzerland,Greece,0
V02828,2017,Switzerland,Denmark,0
V02829,2017,Switzerland,Cyprus,0
V02830,2017,Switzerland,Poland,0
V02831,2017,Switzerland,Israel,0
V02832,2017,Switzerland,Ukraine,0
V02833,2017,Switzerland,Germany,3
V02834,2017,Switzerland,Spain,0
V02835,2018,Switzerland,Israel,6
V02836,2018,Switzerland,Cyprus,10
V02837,2018,Switzerland,Austria,8
V02838,2018,Switzerland,Germany,18
V02839,2018,Switzerland,Italy,8
V02840,2018,Switzerland,Czech Republic,0
V02841,2018,Switzerland,Sweden,5
V02842,2018,Switzerland,Estonia,10
V02843,2018,Switzerland,Denmark,2
V02844,2018,Switzerland,Moldova,0
V02845,2018,Switzerland,Albania,7
V02846,2018,Switzerland,Lithuania,8
V02847,2018,Switzerland,France,0
V02848,2018,Switzerland,Bulgaria,2
V02849,2018,Switzerland,Norway,0
V02850,2018,Switzerland,Republic of Ireland,6
V02851,2018,Switzerland,Ukraine,0
V02852,2018,Switzerland,Netherlands,0
V02853,2018,Switzerland,Serbia,12
V02854,2018,Switzerland,Australia,0
V02855,2018,Switzerland,Hungary,0
V02856,2018,Switzerland,Slovenia,0
V02857,2018,Switzerland,Spain,1
V02858,2018,Switzerland,United Kingdom,0
V02859,2018,Switzerland,Finland,0
V02860,2018,Switzerland,Portugal,13
V02861,2019,Switzerland,Netherlands,16
V02862,2019,Switzerland,Italy,17
V02863,2019,Switzerland,Russia,3
V02864,2019,Switzerland,Switzerland,0
V02865,2019,Switzerland,Sweden,12
V02866,2019,Switzerland,Norway,15
V02867,2019,Switzerland,North Macedonia,14
V02868,2019,Switzerland,Azerbaijan,0
V02869,2019,Switzerland,Australia,4
V02870,2019,Switzerland,Iceland,0
V02871,2019,Switzerland,Czech Republic,0
V02872,2019,Switzerland,Denmark,1
V02873,2019,Switzerland,Cyprus,0
V02874,2019,Switzerland,Malta,0
V02875,2019,Switzerland,Slovenia,0
V02876,2019,Switzerland,France,5
V02877,2019,Switzerland,Albania,10
V02878,2019,Switzerland,Serbia,7
V02879,2019,Switzerland,San Marino,0
V02880,2019,Switzerland,Estonia,0
V02881,2019,Switzerland,Greece,0
V02882,2019,Switzerland,Spain,5
V02883,2019,Switzerland,Israel,0
V02884,2019,Switzerland,Belarus,0
V02885,2019,Switzerland,Germany,6
V02886,2019,Switzerland,United Kingdom,1
V02887,2021,Switzerland,Italy,18
V02888,2021,Switzerland,France,18
V02889,2021,Switzerland,Switzerland,0
V02890,2021,Switzerland,Iceland,10
V02891,2021,Switzerland,Ukraine,2
V02892,2021,Switzerland,Finland,5
V02893,2021,Switzerland,Malta,6
V02894,2021,Switzerland,Lithuania,5
V02895,2021,Switzerland,Russia,3
V02896,2021,Switzerland,Greece,0
V02897,2021,Switzerland,Bulgaria,10
V02898,2021,Switzerland,Portugal,15
V02899,2021,Switzerland,Moldova,0
V02900,2021,Switzerland,Sweden,3
V02901,2021,Switzerland,Serbia,12
V02902,2021,Switzerland,Cyprus,0
V02903,2021,Switzerland,Israel,0
V02904,2021,Switzerland,Norway,0
V02905,2021,Switzerland,Belgium,0
V02906,2021,Switzerland,Azerbaijan,2
V02907,2021,Switzerland,Albania,7
V02908,2021,Switzerland,San Marino,0
V02909,2021,Switzerland,Netherlands,0
V02910,2021,Switzerland,Spain,0
V02911,2021,Switzerland,Germany,0
V02912,2021,Switzerland,United Kingdom,0
V02913,2022,Switzerland,Ukraine,13
V02914,2022,Switzerland,United Kingdom,11
V02915,2022,Switzerland,Spain,14
V02916,2022,Switzerland,Sweden,10
V02917,2022,Switzerland,Serbia,12
V02918,2022,Switzerland,Italy,10
V02919,2022,Switzerland,Moldova,4
V02920,2022,Switzerland,Greece,12
V02921,2022,Switzerland,Portugal,12
V02922,2022,Switzerland,Norway,1
V02923,2022,Switzerland,Netherlands,10
V02924,2022,Switzerland,Poland,1
V02925,2022,Switzerland,Estonia,0
V02926,2022,Switzerland,Lithuania,0
V02927,2022,Switzerland,Australia,4
V02928,2022,Switzerland,Azerbaijan,0
V02929,2022,Switzerland,Switzerland,0
V02930,2022,Switzerland,Romania,0
V02931,2022,Switzerland,Belgium,0
V02932,2022,Switzerland,Armenia,0
V02933,2022,Switzerland,Finland,0
V02934,2022,Switzerland,Czech Republic,0
V02935,2022,Switzerland,Iceland,0
V02936,2022,Switzerland,France,0
V02937,2022,Switzerland,Germany,2
V02938,2023,Switzerland,Sweden,11
V02939,2023,Switzerland,Finland,8
V02940,2023,Switzerland,Israel,4
V02941,2023,Switzerland,Italy,18
V02942,2023,Switzerland,Norway,6
V02943,2023,Switzerland,Ukraine,0
V02944,2023,Switzerland,Belgium,0
V02945,2023,Switzerland,Estonia,10
V02946,2023,Switzerland,Australia,2
V02947,2023,Switzerland,Czech Republic,12
V02948,2023,Switzerland,Lithuania,0
V02949,2023,Switzerland,Cyprus,0
V02950,2023,Switzerland,Croatia,6
V02951,2023,Switzerland,Armenia,5
V02952,2023,Switzerland,Austria,7
V02953,2023,Switzerland,France,0
V02954,2023,Switzerland,Spain,3
V02955,2023,Switzerland,Moldova,0
V02956,2023,Switzerland,Poland,0
V02957,2023,Switzerland,Switzerland,0
V02958,2023,Switzerland,Slovenia,0
V02959,2023,Switzerland,Albania,12
V02960,2023,Switzerland,Portugal,7
V02961,2023,Switzerland,Serbia,1
V02962,2023,Switzerland,United Kingdom,0
V02963,2023,Switzerland,Germany,4
V02964,2009,Cyprus,Norway,10
V02965,2009,Cyprus,Iceland,5
V02966,2009,Cyprus,Azerbaijan,8
V02967,2009,Cyprus,Turkey,0
V02968,2009,Cyprus,United Kingdom,7
V02969,2009,Cyprus,Estonia,3
V02970,2009,Cyprus,Greece,12
V02971,2009,Cyprus,France,0
V02972,2009,Cyprus,Bosnia and Herzegovina,0
V02973,2009,Cyprus,Armenia,4
V02974,2009,Cyprus,Russia,1
V02975,2009,Cyprus,Ukraine,0
V02976,2009,Cyprus,Denmark,6
V02977,2009,Cyprus,Moldova,0
V02978,2009,Cyprus,Portugal,0
V02979,2009,Cyprus,Israel,0
V02980,2009,Cyprus,Albania,0
V02981,2009,Cyprus,Croatia,0
V02982,2009,Cyprus,Romania,2
V02983,2009,Cyprus,Germany,0
V02984,2009,Cyprus,Sweden,0
V02985,2009,Cyprus,Malta,0
V02986,2009,Cyprus,Lithuania,0
V02987,2009,Cyprus,Spain,0
V02988,2009,Cyprus,Finland,0
V02989,2010,Cyprus,Germany,4
V02990,2010,Cyprus,Turkey,0
V02991,2010,Cyprus,Romania,8
V02992,2010,Cyprus,Denmark,0
V02993,2010,Cyprus,Azerbaijan,10
V02994,2010,Cyprus,Belgium,0
V02995,2010,Cyprus,Armenia,7
V02996,2010,Cyprus,Greece,12
V02997,2010,Cyprus,Georgia,5
V02998,2010,Cyprus,Ukraine,6
V02999,2010,Cyprus,Russia,0
V03000,2010,Cyprus,France,3
V03001,2010,Cyprus,Serbia,1
V03002,2010,Cyprus,Israel,2
V03003,2010,Cyprus,Spain,0
V03004,2010,Cyprus,Albania,0
V03005,2010,Cyprus,Bosnia and Herzegovina,0
V03006,2010,Cyprus,Portugal,0
V03007,2010,Cyprus,Iceland,0
V03008,2010,Cyprus,Norway,0
V03009,2010,Cyprus,Cyprus,0
V03010,2010,Cyprus,Moldova,0
V03011,2010,Cyprus,Republic of Ireland,0
V03012,2010,Cyprus,Belarus,0
V03013,2010,Cyprus,United Kingdom,0
V03014,2011,Cyprus,Azerbaijan,8
V03015,2011,Cyprus,Italy,1
V03016,2011,Cyprus,Sweden,10
V03017,2011,Cyprus,Ukraine,5
V03018,2011,Cyprus,Denmark,3
V03019,2011,Cyprus,Bosnia and Herzegovina,0
V03020,2011,Cyprus,Greece,12
V03021,2011,Cyprus,Republic of Ireland,0
V03022,2011,Cyprus,Georgia,0
V03023,2011,Cyprus,Germany,0
V03024,2011,Cyprus,United Kingdom,4
V03025,2011,Cyprus,Moldova,0
V03026,2011,Cyprus,Slovenia,6
V03027,2011,Cyprus,Serbia,0
V03028,2011,Cyprus,France,7
V03029,2011,Cyprus,Russia,2
V03030,2011,Cyprus,Romania,0
V03031,2011,Cyprus,Austria,0
V03032,2011,Cyprus,Lithuania,0
V03033,2011,Cyprus,Iceland,0
V03034,2011,Cyprus,Finland,0
V03035,2011,Cyprus,Hungary,0
V03036,2011,Cyprus,Spain,0
V03037,2011,Cyprus,Estonia,0
V03038,2011,Cyprus,Switzerland,0
V03039,2012,Cyprus,Sweden,10
V03040,2012,Cyprus,Russia,5
V03041,2012,Cyprus,Serbia,7
V03042,2012,Cyprus,Azerbaijan,8
V03043,2012,Cyprus,Albania,4
V03044,2012,Cyprus,Estonia,0
V03045,2012,Cyprus,Turkey,0
V03046,2012,Cyprus,Germany,0
V03047,2012,Cyprus,Italy,2
V03048,2012,Cyprus,Spain,6
V03049,2012,Cyprus,Moldova,0
V03050,2012,Cyprus,Romania,3
V03051,2012,Cyprus,North Macedonia,0
V03052,2012,Cyprus,Lithuania,0
V03053,2012,Cyprus,Ukraine,0
V03054,2012,Cyprus,Cyprus,0
V03055,2012,Cyprus,Greece,12
V03056,2012,Cyprus,Bosnia and Herzegovina,0
V03057,2012,Cyprus,Republic of Ireland,0
V03058,2012,Cyprus,Iceland,1
V03059,2012,Cyprus,Malta,0
V03060,2012,Cyprus,France,0
V03061,2012,Cyprus,Denmark,0
V03062,2012,Cyprus,Hungary,0
V03063,2012,Cyprus,United Kingdom,0
V03064,2012,Cyprus,Norway,0
V03065,2013,Cyprus,Denmark,7
V03066,2013,Cyprus,Azerbaijan,8
V03067,2013,Cyprus,Ukraine,10
V03068,2013,Cyprus,Norway,4
V03069,2013,Cyprus,Russia,5
V03070,2013,Cyprus,Greece,12
V03071,2013,Cyprus,Italy,6
V03072,2013,Cyprus,Malta,3
V03073,2013,Cyprus,Netherlands,0
V03074,2013,Cyprus,Hungary,0
