vote_ID,year,from_country,to_country,points
V06820,2011,Croatia,France,6
V06821,2011,Croatia,Russia,0
V06822,2011,Croatia,Romania,0
V06823,2011,Croatia,Austria,3
V06824,2011,Croatia,Lithuania,2
V06825,2011,Croatia,Iceland,0
V06826,2011,Croatia,Finland,0
V06827,2011,Croatia,Hungary,0
V06828,2011,Croatia,Spain,0
V06829,2011,Croatia,Estonia,0
V06830,2011,Croatia,Switzerland,0
V06831,2012,Croatia,Sweden,7
V06832,2012,Croatia,Russia,6
V06833,2012,Croatia,Serbia,12
V06834,2012,Croatia,Azerbaijan,0
V06835,2012,Croatia,Albania,5
V06836,2012,Croatia,Estonia,0
V06837,2012,Croatia,Turkey,0
V06838,2012,Croatia,Germany,4
V06839,2012,Croatia,Italy,2
V06840,2012,Croatia,Spain,0
V06841,2012,Croatia,Moldova,1
V06842,2012,Croatia,Romania,0
V06843,2012,Croatia,North Macedonia,8
V06844,2012,Croatia,Lithuania,0
V06845,2012,Croatia,Ukraine,0
V06846,2012,Croatia,Cyprus,0
V06847,2012,Croatia,Greece,0
V06848,2012,Croatia,Bosnia and Herzegovina,10
V06849,2012,Croatia,Republic of Ireland,3
V06850,2012,Croatia,Iceland,0
V06851,2012,Croatia,Malta,0
V06852,2012,Croatia,France,0
V06853,2012,Croatia,Denmark,0
V06854,2012,Croatia,Hungary,0
V06855,2012,Croatia,United Kingdom,0
V06856,2012,Croatia,Norway,0
V06857,2013,Croatia,Denmark,10
V06858,2013,Croatia,Azerbaijan,7
V06859,2013,Croatia,Ukraine,12
V06860,2013,Croatia,Norway,3
V06861,2013,Croatia,Russia,6
V06862,2013,Croatia,Greece,5
V06863,2013,Croatia,Italy,8
V06864,2013,Croatia,Malta,0
V06865,2013,Croatia,Netherlands,2
V06866,2013,Croatia,Hungary,4
V06867,2013,Croatia,Moldova,0
V06868,2013,Croatia,Belgium,0
V06869,2013,Croatia,Romania,0
V06870,2013,Croatia,Sweden,1
V06871,2013,Croatia,Georgia,0
V06872,2013,Croatia,Belarus,0
V06873,2013,Croatia,Iceland,0
V06874,2013,Croatia,Armenia,0
V06875,2013,Croatia,United Kingdom,0
V06876,2013,Croatia,Estonia,0
V06877,2013,Croatia,Germany,0
V06878,2013,Croatia,Lithuania,0
V06879,2013,Croatia,France,0
V06880,2013,Croatia,Finland,0
V06881,2013,Croatia,Spain,0
V06882,2013,Croatia,Republic of Ireland,0
V06883,2016,Croatia,Ukraine,10
V06884,2016,Croatia,Australia,17
V06885,2016,Croatia,Russia,14
V06886,2016,Croatia,Bulgaria,1
V06887,2016,Croatia,Sweden,7
V06888,2016,Croatia,France,10
V06889,2016,Croatia,Armenia,4
V06890,2016,Croatia,Poland,4
V06891,2016,Croatia,Lithuania,0
V06892,2016,Croatia,Belgium,0
V06893,2016,Croatia,Netherlands,0
V06894,2016,Croatia,Malta,0
V06895,2016,Croatia,Austria,6
V06896,2016,Croatia,Israel,7
V06897,2016,Croatia,Latvia,0
V06898,2016,Croatia,Italy,3
V06899,2016,Croatia,Azerbaijan,0
V06900,2016,Croatia,Serbia,14
V06901,2016,Croatia,Hungary,8
V06902,2016,Croatia,Georgia,0
V06903,2016,Croatia,Cyprus,1
V06904,2016,Croatia,Spain,0
V06905,2016,Croatia,Croatia,0
V06906,2016,Croatia,United Kingdom,0
V06907,2016,Croatia,Czech Republic,10
V06908,2016,Croatia,Germany,0
V06909,2017,Croatia,Portugal,17
V06910,2017,Croatia,Bulgaria,18
V06911,2017,Croatia,Moldova,4
V06912,2017,Croatia,Belgium,5
V06913,2017,Croatia,Sweden,6
V06914,2017,Croatia,Italy,7
V06915,2017,Croatia,Romania,6
V06916,2017,Croatia,Hungary,24
V06917,2017,Croatia,Australia,6
V06918,2017,Croatia,Norway,2
V06919,2017,Croatia,Netherlands,9
V06920,2017,Croatia,France,3
V06921,2017,Croatia,Croatia,0
V06922,2017,Croatia,Azerbaijan,0
V06923,2017,Croatia,United Kingdom,0
V06924,2017,Croatia,Austria,1
V06925,2017,Croatia,Belarus,5
V06926,2017,Croatia,Armenia,0
V06927,2017,Croatia,Greece,0
V06928,2017,Croatia,Denmark,3
V06929,2017,Croatia,Cyprus,0
V06930,2017,Croatia,Poland,0
V06931,2017,Croatia,Israel,0
V06932,2017,Croatia,Ukraine,0
V06933,2017,Croatia,Germany,0
V06934,2017,Croatia,Spain,0
V06935,2018,Croatia,Israel,16
V06936,2018,Croatia,Cyprus,8
V06937,2018,Croatia,Austria,0
V06938,2018,Croatia,Germany,3
V06939,2018,Croatia,Italy,10
V06940,2018,Croatia,Czech Republic,9
V06941,2018,Croatia,Sweden,0
V06942,2018,Croatia,Estonia,0
V06943,2018,Croatia,Denmark,2
V06944,2018,Croatia,Moldova,8
V06945,2018,Croatia,Albania,5
V06946,2018,Croatia,Lithuania,12
V06947,2018,Croatia,France,6
V06948,2018,Croatia,Bulgaria,8
V06949,2018,Croatia,Norway,5
V06950,2018,Croatia,Republic of Ireland,3
V06951,2018,Croatia,Ukraine,0
V06952,2018,Croatia,Netherlands,0
V06953,2018,Croatia,Serbia,12
V06954,2018,Croatia,Australia,0
V06955,2018,Croatia,Hungary,0
V06956,2018,Croatia,Slovenia,7
V06957,2018,Croatia,Spain,0
V06958,2018,Croatia,United Kingdom,2
V06959,2018,Croatia,Finland,0
V06960,2018,Croatia,Portugal,0
V06961,2019,Croatia,Netherlands,10
V06962,2019,Croatia,Italy,24
V06963,2019,Croatia,Russia,2
V06964,2019,Croatia,Switzerland,14
V06965,2019,Croatia,Sweden,5
V06966,2019,Croatia,Norway,5
V06967,2019,Croatia,North Macedonia,17
V06968,2019,Croatia,Azerbaijan,0
V06969,2019,Croatia,Australia,0
V06970,2019,Croatia,Iceland,3
V06971,2019,Croatia,Czech Republic,7
V06972,2019,Croatia,Denmark,0
V06973,2019,Croatia,Cyprus,0
V06974,2019,Croatia,Malta,0
V06975,2019,Croatia,Slovenia,10
V06976,2019,Croatia,France,3
V06977,2019,Croatia,Albania,1
V06978,2019,Croatia,Serbia,12
V06979,2019,Croatia,San Marino,2
V06980,2019,Croatia,Estonia,1
V06981,2019,Croatia,Greece,0
V06982,2019,Croatia,Spain,0
V06983,2019,Croatia,Israel,0
V06984,2019,Croatia,Belarus,0
V06985,2019,Croatia,Germany,0
V06986,2019,Croatia,United Kingdom,0
V06987,2021,Croatia,Italy,22
V06988,2021,Croatia,France,13
V06989,2021,Croatia,Switzerland,13
V06990,2021,Croatia,Iceland,14
V06991,2021,Croatia,Ukraine,8
V06992,2021,Croatia,Finland,6
V06993,2021,Croatia,Malta,3
V06994,2021,Croatia,Lithuania,2
V06995,2021,Croatia,Russia,7
V06996,2021,Croatia,Greece,0
V06997,2021,Croatia,Bulgaria,0
V06998,2021,Croatia,Portugal,1
V06999,2021,Croatia,Moldova,0
V07000,2021,Croatia,Sweden,0
V07001,2021,Croatia,Serbia,19
V07002,2021,Croatia,Cyprus,0
V07003,2021,Croatia,Israel,5
V07004,2021,Croatia,Norway,0
V07005,2021,Croatia,Belgium,0
V07006,2021,Croatia,Azerbaijan,2
V07007,2021,Croatia,Albania,1
V07008,2021,Croatia,San Marino,0
V07009,2021,Croatia,Netherlands,0
V07010,2021,Croatia,Spain,0
V07011,2021,Croatia,Germany,0
V07012,2021,Croatia,United Kingdom,0
V07013,2022,Croatia,Ukraine,18
V07014,2022,Croatia,United Kingdom,0
V07015,2022,Croatia,Spain,13
V07016,2022,Croatia,Sweden,9
V07017,2022,Croatia,Serbia,24
V07018,2022,Croatia,Italy,10
V07019,2022,Croatia,Moldova,8
V07020,2022,Croatia,Greece,3
V07021,2022,Croatia,Portugal,10
V07022,2022,Croatia,Norway,5
V07023,2022,Croatia,Netherlands,2
V07024,2022,Croatia,Poland,0
V07025,2022,Croatia,Estonia,2
V07026,2022,Croatia,Lithuania,10
V07027,2022,Croatia,Australia,0
V07028,2022,Croatia,Azerbaijan,0
V07029,2022,Croatia,Switzerland,1
V07030,2022,Croatia,Romania,0
V07031,2022,Croatia,Belgium,0
V07032,2022,Croatia,Armenia,0
V07033,2022,Croatia,Finland,0
V07034,2022,Croatia,Czech Republic,0
V07035,2022,Croatia,Iceland,0
V07036,2022,Croatia,France,1
V07037,2022,Croatia,Germany,0
V07038,2023,Croatia,Sweden,12
V07039,2023,Croatia,Finland,17
V07040,2023,Croatia,Israel,12
V07041,2023,Croatia,Italy,20
V07042,2023,Croatia,Norway,5
V07043,2023,Croatia,Ukraine,0
V07044,2023,Croatia,Belgium,0
V07045,2023,Croatia,Estonia,3
V07046,2023,Croatia,Australia,0
V07047,2023,Croatia,Czech Republic,3
V07048,2023,Croatia,Lithuania,0
V07049,2023,Croatia,Cyprus,0
V07050,2023,Croatia,Croatia,0
V07051,2023,Croatia,Armenia,0
V07052,2023,Croatia,Austria,0
V07053,2023,Croatia,France,0
V07054,2023,Croatia,Spain,6
V07055,2023,Croatia,Moldova,3
V07056,2023,Croatia,Poland,0
V07057,2023,Croatia,Switzerland,0
V07058,2023,Croatia,Slovenia,17
V07059,2023,Croatia,Albania,6
V07060,2023,Croatia,Portugal,1
V07061,2023,Croatia,Serbia,11
V07062,2023,Croatia,United Kingdom,0
V07063,2023,Croatia,Germany,0
V07064,2009,Hungary,Norway,12
V07065,2009,Hungary,Iceland,7
V07066,2009,Hungary,Azerbaijan,10
V07067,2009,Hungary,Turkey,5
V07068,2009,Hungary,United Kingdom,1
V07069,2009,Hungary,Estonia,6
V07070,2009,Hungary,Greece,4
V07071,2009,Hungary,France,0
V07072,2009,Hungary,Bosnia and Herzegovina,0
V07073,2009,Hungary,Armenia,0
V07074,2009,Hungary,Russia,0
V07075,2009,Hungary,Ukraine,8
V07076,2009,Hungary,Denmark,3
V07077,2009,Hungary,Moldova,0
V07078,2009,Hungary,Portugal,0
V07079,2009,Hungary,Israel,0
V07080,2009,Hungary,Albania,2
V07081,2009,Hungary,Croatia,0
V07082,2009,Hungary,Romania,0
V07083,2009,Hungary,Germany,0
V07084,2009,Hungary,Sweden,0
V07085,2009,Hungary,Malta,0
V07086,2009,Hungary,Lithuania,0
V07087,2009,Hungary,Spain,0
V07088,2009,Hungary,Finland,0
V07089,2011,Hungary,Azerbaijan,7
V07090,2011,Hungary,Italy,4
V07091,2011,Hungary,Sweden,10
V07092,2011,Hungary,Ukraine,0
V07093,2011,Hungary,Denmark,0
V07094,2011,Hungary,Bosnia and Herzegovina,0
V07095,2011,Hungary,Greece,8
V07096,2011,Hungary,Republic of Ireland,0
V07097,2011,Hungary,Georgia,5
V07098,2011,Hungary,Germany,0
V07099,2011,Hungary,United Kingdom,0
V07100,2011,Hungary,Moldova,0
V07101,2011,Hungary,Slovenia,6
V07102,2011,Hungary,Serbia,0
V07103,2011,Hungary,France,0
V07104,2011,Hungary,Russia,3
V07105,2011,Hungary,Romania,1
V07106,2011,Hungary,Austria,2
V07107,2011,Hungary,Lithuania,0
V07108,2011,Hungary,Iceland,12
V07109,2011,Hungary,Finland,0
V07110,2011,Hungary,Hungary,0
V07111,2011,Hungary,Spain,0
V07112,2011,Hungary,Estonia,0
V07113,2011,Hungary,Switzerland,0
V07114,2012,Hungary,Sweden,12
V07115,2012,Hungary,Russia,7
V07116,2012,Hungary,Serbia,4
V07117,2012,Hungary,Azerbaijan,0
V07118,2012,Hungary,Albania,8
V07119,2012,Hungary,Estonia,0
V07120,2012,Hungary,Turkey,3
V07121,2012,Hungary,Germany,10
V07122,2012,Hungary,Italy,5
V07123,2012,Hungary,Spain,1
V07124,2012,Hungary,Moldova,2
V07125,2012,Hungary,Romania,0
V07126,2012,Hungary,North Macedonia,0
V07127,2012,Hungary,Lithuania,0
V07128,2012,Hungary,Ukraine,0
V07129,2012,Hungary,Cyprus,0
V07130,2012,Hungary,Greece,0
V07131,2012,Hungary,Bosnia and Herzegovina,0
V07132,2012,Hungary,Republic of Ireland,0
V07133,2012,Hungary,Iceland,6
V07134,2012,Hungary,Malta,0
V07135,2012,Hungary,France,0
V07136,2012,Hungary,Denmark,0
V07137,2012,Hungary,Hungary,0
V07138,2012,Hungary,United Kingdom,0
V07139,2012,Hungary,Norway,0
V07140,2013,Hungary,Denmark,10
V07141,2013,Hungary,Azerbaijan,12
V07142,2013,Hungary,Ukraine,7
V07143,2013,Hungary,Norway,2
V07144,2013,Hungary,Russia,0
V07145,2013,Hungary,Greece,1
V07146,2013,Hungary,Italy,0
V07147,2013,Hungary,Malta,8
V07148,2013,Hungary,Netherlands,5
V07149,2013,Hungary,Hungary,0
V07150,2013,Hungary,Moldova,0
V07151,2013,Hungary,Belgium,4
V07152,2013,Hungary,Romania,0
V07153,2013,Hungary,Sweden,0
V07154,2013,Hungary,Georgia,0
V07155,2013,Hungary,Belarus,0
V07156,2013,Hungary,Iceland,6
V07157,2013,Hungary,Armenia,3
V07158,2013,Hungary,United Kingdom,0
V07159,2013,Hungary,Estonia,0
V07160,2013,Hungary,Germany,0
V07161,2013,Hungary,Lithuania,0
V07162,2013,Hungary,France,0
V07163,2013,Hungary,Finland,0
V07164,2013,Hungary,Spain,0
V07165,2013,Hungary,Republic of Ireland,0
V07166,2014,Hungary,Austria,10
V07167,2014,Hungary,Netherlands,12
V07168,2014,Hungary,Sweden,8
V07169,2014,Hungary,Armenia,7
V07170,2014,Hungary,Hungary,0
V07171,2014,Hungary,Ukraine,2
V07172,2014,Hungary,Russia,0
V07173,2014,Hungary,Norway,0
V07174,2014,Hungary,Denmark,0
V07175,2014,Hungary,Spain,0
V07176,2014,Hungary,Finland,6
V07177,2014,Hungary,Romania,0
V07178,2014,Hungary,Switzerland,1
V07179,2014,Hungary,Poland,3
V07180,2014,Hungary,Iceland,5
V07181,2014,Hungary,Belarus,0
V07182,2014,Hungary,United Kingdom,0
V07183,2014,Hungary,Germany,0
V07184,2014,Hungary,Montenegro,0
V07185,2014,Hungary,Greece,0
V07186,2014,Hungary,Italy,0
V07187,2014,Hungary,Azerbaijan,0
V07188,2014,Hungary,Malta,0
V07189,2014,Hungary,San Marino,4
V07190,2014,Hungary,Slovenia,0
V07191,2014,Hungary,France,0
V07192,2015,Hungary,Sweden,10
V07193,2015,Hungary,Russia,6
V07194,2015,Hungary,Italy,2
V07195,2015,Hungary,Belgium,12
V07196,2015,Hungary,Australia,8
V07197,2015,Hungary,Latvia,5
V07198,2015,Hungary,Estonia,7
V07199,2015,Hungary,Norway,4
V07200,2015,Hungary,Israel,0
V07201,2015,Hungary,Serbia,0
V07202,2015,Hungary,Georgia,3
V07203,2015,Hungary,Azerbaijan,0
V07204,2015,Hungary,Montenegro,0
V07205,2015,Hungary,Slovenia,0
V07206,2015,Hungary,Romania,1
V07207,2015,Hungary,Armenia,0
V07208,2015,Hungary,Albania,0
V07209,2015,Hungary,Lithuania,0
V07210,2015,Hungary,Greece,0
V07211,2015,Hungary,Hungary,0
V07212,2015,Hungary,Spain,0
V07213,2015,Hungary,Cyprus,0
V07214,2015,Hungary,Poland,0
V07215,2015,Hungary,United Kingdom,0
V07216,2015,Hungary,France,0
V07217,2015,Hungary,Austria,0
V07218,2015,Hungary,Germany,0
V07219,2016,Hungary,Ukraine,12
V07220,2016,Hungary,Australia,15
V07221,2016,Hungary,Russia,10
V07222,2016,Hungary,Bulgaria,4
V07223,2016,Hungary,Sweden,11
V07224,2016,Hungary,France,1
V07225,2016,Hungary,Armenia,1
V07226,2016,Hungary,Poland,8
V07227,2016,Hungary,Lithuania,3
V07228,2016,Hungary,Belgium,0
V07229,2016,Hungary,Netherlands,8
V07230,2016,Hungary,Malta,10
V07231,2016,Hungary,Austria,6
V07232,2016,Hungary,Israel,0
V07233,2016,Hungary,Latvia,8
V07234,2016,Hungary,Italy,0
V07235,2016,Hungary,Azerbaijan,7
V07236,2016,Hungary,Serbia,0
V07237,2016,Hungary,Hungary,0
V07238,2016,Hungary,Georgia,0
V07239,2016,Hungary,Cyprus,5
V07240,2016,Hungary,Spain,5
V07241,2016,Hungary,Croatia,0
V07242,2016,Hungary,United Kingdom,0
V07243,2016,Hungary,Czech Republic,2
V07244,2016,Hungary,Germany,0
V07245,2017,Hungary,Portugal,19
V07246,2017,Hungary,Bulgaria,22
V07247,2017,Hungary,Moldova,10
V07248,2017,Hungary,Belgium,8
V07249,2017,Hungary,Sweden,4
V07250,2017,Hungary,Italy,4
V07251,2017,Hungary,Romania,6
V07252,2017,Hungary,Hungary,0
V07253,2017,Hungary,Australia,7
V07254,2017,Hungary,Norway,6
V07255,2017,Hungary,Netherlands,8
V07256,2017,Hungary,France,1
V07257,2017,Hungary,Croatia,5
V07258,2017,Hungary,Azerbaijan,4
V07259,2017,Hungary,United Kingdom,3
V07260,2017,Hungary,Austria,0
V07261,2017,Hungary,Belarus,0
V07262,2017,Hungary,Armenia,2
V07263,2017,Hungary,Greece,0
V07264,2017,Hungary,Denmark,5
V07265,2017,Hungary,Cyprus,2
V07266,2017,Hungary,Poland,0
V07267,2017,Hungary,Israel,0
V07268,2017,Hungary,Ukraine,0
V07269,2017,Hungary,Germany,0
V07270,2017,Hungary,Spain,0
V07271,2018,Hungary,Israel,16
V07272,2018,Hungary,Cyprus,7
V07273,2018,Hungary,Austria,11
V07274,2018,Hungary,Germany,1
V07275,2018,Hungary,Italy,6
V07276,2018,Hungary,Czech Republic,8
V07277,2018,Hungary,Sweden,1
V07278,2018,Hungary,Estonia,0
V07279,2018,Hungary,Denmark,24
V07280,2018,Hungary,Moldova,2
V07281,2018,Hungary,Albania,10
V07282,2018,Hungary,Lithuania,5
V07283,2018,Hungary,France,0
V07284,2018,Hungary,Bulgaria,0
V07285,2018,Hungary,Norway,7
V07286,2018,Hungary,Republic of Ireland,3
V07287,2018,Hungary,Ukraine,0
V07288,2018,Hungary,Netherlands,8
V07289,2018,Hungary,Serbia,0
V07290,2018,Hungary,Australia,7
V07291,2018,Hungary,Hungary,0
V07292,2018,Hungary,Slovenia,0
V07293,2018,Hungary,Spain,0
V07294,2018,Hungary,United Kingdom,0
V07295,2018,Hungary,Finland,0
V07296,2018,Hungary,Portugal,0
V07297,2019,Hungary,Netherlands,9
V07298,2019,Hungary,Italy,11
V07299,2019,Hungary,Russia,7
V07300,2019,Hungary,Switzerland,8
V07301,2019,Hungary,Sweden,4
V07302,2019,Hungary,Norway,10
V07303,2019,Hungary,North Macedonia,10
V07304,2019,Hungary,Azerbaijan,7
V07305,2019,Hungary,Australia,0
V07306,2019,Hungary,Iceland,12
V07307,2019,Hungary,Czech Republic,12
V07308,2019,Hungary,Denmark,6
V07309,2019,Hungary,Cyprus,0
V07310,2019,Hungary,Malta,0
V07311,2019,Hungary,Slovenia,3
V07312,2019,Hungary,France,1
V07313,2019,Hungary,Albania,0
V07314,2019,Hungary,Serbia,0
V07315,2019,Hungary,San Marino,6
V07316,2019,Hungary,Estonia,0
V07317,2019,Hungary,Greece,0
V07318,2019,Hungary,Spain,0
V07319,2019,Hungary,Israel,0
V07320,2019,Hungary,Belarus,8
V07321,2019,Hungary,Germany,0
V07322,2019,Hungary,United Kingdom,2
V07323,2009,Republic of Ireland,Norway,8
V07324,2009,Republic of Ireland,Iceland,12
V07325,2009,Republic of Ireland,Azerbaijan,0
V07326,2009,Republic of Ireland,Turkey,0
V07327,2009,Republic of Ireland,United Kingdom,10
V07328,2009,Republic of Ireland,Estonia,6
V07329,2009,Republic of Ireland,Greece,0
